TOA5	CR1000	CR1000	93112	CR1000.Std.32.03	CPU:JacksonLaneV2.CR1	20188	Table1	
TIMESTAMP	RECORD	BattV	PTemp_C	GP_CO2Conc	GP_CO2HiConc	GP_Temp		
TS	RN	Volts	Deg C	ppm CO2	ppm CO2	Deg C		
		Smp	Smp	Smp	Smp	Smp		
11/28/2021 23:00	3568	12.25	3.463	715.46	626.04	10.025		
11/28/2021 23:30	3569	12.25	3.292	703.22	613.75	10.119		
11/29/2021 0:00	3570	12.25	3.249	705.83	616.34	10.308		
11/29/2021 0:30	3571	12.25	3.271	716.01	626.54	10.361		
11/29/2021 1:00	3572	12.25	3.314	720.39	630.94	10.395		
11/29/2021 1:30	3573	12.25	3.357	737.77	648.43	10.399		
11/29/2021 2:00	3574	12.25	3.4	716.26	626.76	10.533		
11/29/2021 2:30	3575	12.25	3.549	690.32	600.75	10.676		
11/29/2021 3:00	3576	12.25	3.784	691.16	601.58	10.786		
11/29/2021 3:30	3577	12.25	3.935	701.15	611.57	10.765		
11/29/2021 4:00	3578	12.25	3.999	690.53	600.95	10.793		
11/29/2021 4:30	3579	12.24	4.021	707.21	617.64	10.766		
11/29/2021 5:00	3580	12.25	3.999	686.44	596.88	10.653		
11/29/2021 5:30	3581	12.25	3.978	673.69	584.17	10.503		
11/29/2021 6:00	3582	12.24	3.956	672.22	582.75	10.253		
11/29/2021 6:30	3583	12.24	3.85	678.97	589.5	10.134		
11/29/2021 7:00	3584	12.24	3.655	684.33	594.88	9.944		
11/29/2021 7:30	3585	12.25	3.377	664.65	575.33	9.55		
11/29/2021 8:00	3586	12.25	2.993	683.59	594.3	9.037		
11/29/2021 8:30	3587	12.24	2.523	683.55	594.37	8.365		
11/29/2021 9:00	3588	12.24	2.119	689.35	600.21	8.17		
11/29/2021 9:30	3589	12.24	1.884	684.59	595.42	8.282		
11/29/2021 10:00	3590	12.24	2.053	688.6	599.31	8.974		
11/29/2021 10:30	3591	12.24	2.374	683.2	593.81	9.605		
11/29/2021 11:00	3592	12.24	2.779	681.19	591.72	10.11		
11/29/2021 11:30	3593	12.24	3.334	706.55	616.95	11.007		
11/29/2021 12:00	3594	12.24	4.236	686.57	596.73	12.505		
11/29/2021 12:30	3595	12.24	4.902	675.32	585.62	11.735		
11/29/2021 13:00	3596	12.24	5.334	680.65	590.92	11.843		
11/29/2021 13:30	3597	12.24	5.851	673.16	583.42	12.01		
11/29/2021 14:00	3598	12.23	6.048	674.6	584.93	11.523		
11/29/2021 14:30	3599	12.24	6.068	669.5	579.87	11.424		
11/29/2021 15:00	3600	12.24	6.005	673.46	583.81	11.422		
11/29/2021 15:30	3601	12.24	5.96	676.04	586.32	11.839		
11/29/2021 16:00	3602	12.24	5.96	671.44	581.79	11.514		
11/29/2021 16:30	3603	12.24	5.851	677.7	588.05	11.368		
11/29/2021 17:00	3604	12.24	5.637	670.94	581.34	11.101		
11/29/2021 17:30	3605	12.24	5.354	685.83	596.22	10.98		
11/29/2021 18:00	3606	12.24	5.051	692.51	602.93	10.8		
11/29/2021 18:30	3607	12.24	4.579	714.29	624.83	10.278		
11/29/2021 19:00	3608	12.24	3.978	694.83	605.42	9.729		
11/29/2021 19:30	3609	12.24	3.377	690.5	601.16	9.257		
11/29/2021 20:00	3610	12.24	2.822	672.86	583.67	8.529		
11/29/2021 20:30	3611	12.24	2.311	704.7	615.6	8.006		
11/29/2021 21:00	3612	12.24	1.821	683.98	594.96	7.429		
11/29/2021 21:30	3613	12.24	1.437	681.25	592.29	7.171		
11/29/2021 22:00	3614	12.24	1.118	693.91	605.01	6.852		
11/29/2021 22:30	3615	12.23	0.883	696.16	607.33	6.469		
11/29/2021 23:00	3616	12.23	0.671	708.74	620.11	5.668		
11/29/2021 23:30	3617	12.23	0.479	700	611.37	5.509		
11/30/2021 0:00	3618	12.23	0.287	700.86	612.31	5.133		
11/30/2021 0:30	3619	12.23	0.097	703.54	614.99	5.162		
11/30/2021 1:00	3620	12.22	-0.075	710.06	621.55	5.089		
11/30/2021 1:30	3621	12.21	-0.244	712.59	624.12	4.97		
11/30/2021 2:00	3622	12.22	-0.393	709.45	620.95	5.054		
11/30/2021 2:30	3623	12.22	-0.479	703.44	614.9	5.169		
11/30/2021 3:00	3624	12.22	-0.479	704.24	615.65	5.373		
11/30/2021 3:30	3625	12.22	-0.457	706.06	617.45	5.541		
11/30/2021 4:00	3626	12.21	-0.416	719.66	631.11	5.574		
11/30/2021 4:30	3627	12.22	-0.457	711.91	623.31	5.583		
11/30/2021 5:00	3628	12.22	-0.457	713.03	624.42	5.681		
11/30/2021 5:30	3629	12.21	-0.479	711.74	623.12	5.707		
11/30/2021 6:00	3630	12.21	-0.457	706.75	618.08	5.854		
11/30/2021 6:30	3631	12.22	-0.416	715.35	626.7	5.902		
11/30/2021 7:00	3632	12.22	-0.373	716.24	627.58	6.004		
11/30/2021 7:30	3633	12.22	-0.373	721.4	632.73	6.185		
11/30/2021 8:00	3634	12.21	-0.35	714.14	625.43	6.191		
11/30/2021 8:30	3635	12.2	-0.33	721.09	632.35	6.517		
11/30/2021 9:00	3636	12.21	-0.287	710.48	621.63	6.827		
11/30/2021 9:30	3637	12.21	-0.095	718.49	629.57	7.362		
11/30/2021 10:00	3638	12.21	0.16	712.52	623.42	8.192		
11/30/2021 10:30	3639	12.21	0.565	708.93	619.61	9.358		
11/30/2021 11:00	3640	12.2	1.075	696.86	607.35	10.329		
11/30/2021 11:30	3641	12.21	1.543	686.19	596.55	11.129		
11/30/2021 12:00	3642	12.21	2.011	675.84	586.14	11.698		
11/30/2021 12:30	3643	12.21	2.331	678.3	588.56	11.952		
11/30/2021 13:00	3644	12.21	2.63	674.22	584.42	12.444		
11/30/2021 13:30	3645	12.22	2.971	663.35	573.57	12.679		
11/30/2021 14:00	3646	12.22	3.228	672.91	583.05	12.962		
11/30/2021 14:30	3647	12.22	3.549	669.98	580.03	13.739		
11/30/2021 15:00	3648	12.22	3.978	667.78	577.78	14.238		
11/30/2021 15:30	3649	12.22	4.385	659.58	569.58	14.553		
11/30/2021 16:00	3650	12.22	4.751	663.98	573.98	14.332		
11/30/2021 16:30	3651	12.23	5.051	669.68	579.67	14.224		
11/30/2021 17:00	3652	12.22	5.291	680.35	590.29	14.289		
11/30/2021 17:30	3653	12.22	5.44	695.82	605.76	14.085		
11/30/2021 18:00	3654	12.23	5.44	704.64	614.63	13.721		
11/30/2021 18:30	3655	12.23	5.377	708.44	618.49	13.334		
11/30/2021 19:00	3656	12.23	5.225	693.74	603.89	12.544		
11/30/2021 19:30	3657	12.22	4.859	691.12	601.45	11.344		
11/30/2021 20:00	3658	12.22	4.342	708.84	619.29	10.688		
11/30/2021 20:30	3659	12.23	3.807	694.9	605.46	9.897		
11/30/2021 21:00	3660	12.23	3.271	690.15	600.79	9.435		
11/30/2021 21:30	3661	12.23	2.822	706.1	616.86	8.833		
11/30/2021 22:00	3662	12.22	2.352	707.63	618.52	8.135		
11/30/2021 22:30	3663	12.22	1.904	707.34	618.32	7.607		
11/30/2021 23:00	3664	12.23	1.586	727.18	638.26	7.684		
11/30/2021 23:30	3665	12.23	1.351	712.41	623.44	7.516		
12/1/2021 0:00	3666	12.22	1.138	713.59	624.72	7.033		
12/1/2021 0:30	3667	12.21	0.926	713.13	624.27	6.94		
12/1/2021 1:00	3668	12.22	0.757	727.04	638.3	6.706		
12/1/2021 1:30	3669	12.22	0.585	714.78	625.99	6.616		
12/1/2021 2:00	3670	12.22	0.436	714.04	625.29	6.405		
12/1/2021 2:30	3671	12.21	0.287	714.93	626.21	6.257		
12/1/2021 3:00	3672	12.21	0.138	707.6	618.89	6.07		
12/1/2021 3:30	3673	12.21	0.011	715.85	627.18	6.058		
12/1/2021 4:00	3674	12.21	-0.118	711.73	623.1	5.776		
12/1/2021 4:30	3675	12.21	-0.244	723.73	635.2	5.553		
12/1/2021 5:00	3676	12.2	-0.35	747.1	658.72	5.795		
12/1/2021 5:30	3677	12.2	-0.416	731.68	643.19	5.698		
12/1/2021 6:00	3678	12.21	-0.522	725.79	637.29	5.516		
12/1/2021 6:30	3679	12.21	-0.585	731.36	642.94	5.318		
12/1/2021 7:00	3680	12.2	-0.649	734.82	646.46	5.162		
12/1/2021 7:30	3681	12.2	-0.755	737.42	649.06	5.318		
12/1/2021 8:00	3682	12.2	-0.841	723.93	635.47	5.28		
12/1/2021 8:30	3683	12.21	-0.927	736.31	647.94	5.273		
12/1/2021 9:00	3684	12.2	-0.947	742.59	654.25	5.426		
12/1/2021 9:30	3685	12.2	-0.884	747.56	659.11	6.157		
12/1/2021 10:00	3686	12.2	-0.585	754.93	666.23	7.738		
12/1/2021 10:30	3687	12.2	-0.075	733.18	643.97	9.433		
12/1/2021 11:00	3688	12.2	0.585	724.07	634.59	10.678		
12/1/2021 11:30	3689	12.2	1.523	722.81	633.04	12.478		
12/1/2021 12:00	3690	12.2	2.779	711.69	621.47	15.558		
12/1/2021 12:30	3691	12.2	3.635	673.55	583.26	16.502		
12/1/2021 13:00	3692	12.21	4.193	682.03	591.74	16.198		
12/1/2021 13:30	3693	12.21	4.816	703.1	612.65	17.497		
12/1/2021 14:00	3694	12.21	5.657	676.33	585.75	19.455		
12/1/2021 14:30	3695	12.21	6.351	663.58	573.11	18.994		
12/1/2021 15:00	3696	12.22	6.787	682.18	591.69	18.162		
12/1/2021 15:30	3697	12.22	7.225	683.84	593.35	18.158		
12/1/2021 16:00	3698	12.22	7.774	681.11	590.64	17.994		
12/1/2021 16:30	3699	12.22	8.17	680.73	590.31	17.582		
12/1/2021 17:00	3700	12.22	8.33	709.62	619.26	16.71		
12/1/2021 17:30	3701	12.23	8.21	739.76	649.66	15.612		
12/1/2021 18:00	3702	12.23	7.993	707.21	617.07	14.836		
12/1/2021 18:30	3703	12.22	7.575	715.92	625.95	13.698		
12/1/2021 19:00	3704	12.22	7.006	733.38	643.59	13.04		
12/1/2021 19:30	3705	12.23	6.57	735.75	645.97	13.079		
12/1/2021 20:00	3706	12.23	6.33	743.99	654.25	13.176		
12/1/2021 20:30	3707	12.23	6.156	720.79	630.9	13.224		
12/1/2021 21:00	3708	12.22	6.048	722.62	632.76	13.114		
12/1/2021 21:30	3709	12.22	5.96	717.19	627.3	13.132		
12/1/2021 22:00	3710	12.23	5.896	735.28	645.5	13.059		
12/1/2021 22:30	3711	12.23	5.831	723.82	633.96	13.103		
12/1/2021 23:00	3712	12.22	5.788	725.77	635.9	13.249		
12/1/2021 23:30	3713	12.22	5.808	726.48	636.58	13.476		
12/2/2021 0:00	3714	12.22	5.874	730.19	640.29	13.618		
12/2/2021 0:30	3715	12.22	6.005	735.42	645.51	13.948		
12/2/2021 1:00	3716	12.23	6.222	690.11	600.03	14.279		
12/2/2021 1:30	3717	12.22	6.396	695.2	605.17	13.815		
12/2/2021 2:00	3718	12.22	6.482	698.23	608.24	13.6		
12/2/2021 2:30	3719	12.23	6.504	707.2	617.24	13.4		
12/2/2021 3:00	3720	12.23	6.524	696.85	606.9	13.284		
12/2/2021 3:30	3721	12.23	6.57	721.39	631.5	13.269		
12/2/2021 4:00	3722	12.22	6.524	723.56	633.71	13.062		
12/2/2021 4:30	3723	12.22	6.416	745.39	655.71	12.897		
12/2/2021 5:00	3724	12.23	6.33	730.19	640.38	13.017		
12/2/2021 5:30	3725	12.23	6.33	702.95	613.02	13.194		
12/2/2021 6:00	3726	12.22	6.396	736.46	646.68	13.091		
12/2/2021 6:30	3727	12.22	6.308	749.09	659.47	12.641		
12/2/2021 7:00	3728	12.23	6.113	760.02	670.57	12.303		
12/2/2021 7:30	3729	12.22	5.896	702.11	612.33	12.161		
12/2/2021 8:00	3730	12.22	5.788	706.62	616.84	12.173		
12/2/2021 8:30	3731	12.22	5.765	710.22	620.44	12.245		
12/2/2021 9:00	3732	12.22	5.851	708.97	619.11	12.767		
12/2/2021 9:30	3733	12.22	6.068	707.79	617.78	13.806		
12/2/2021 10:00	3734	12.22	6.57	707.11	616.99	14.662		
12/2/2021 10:30	3735	12.22	7.311	701.94	611.68	15.783		
12/2/2021 11:00	3736	12.22	8.17	696.36	605.98	16.782		
12/2/2021 11:30	3737	12.22	8.99	686.3	595.86	17.556		
12/2/2021 12:00	3738	12.23	9.79	679.46	588.93	18.731		
12/2/2021 12:30	3739	12.23	10.56	675.36	584.76	19.703		
12/2/2021 13:00	3740	12.23	11.36	684.01	593.32	20.617		
12/2/2021 13:30	3741	12.23	12.28	700.56	609.73	22.351		
12/2/2021 14:00	3742	12.24	13.26	689.2	598.31	23.875		
12/2/2021 14:30	3743	12.24	13.97	678.02	587.22	22.625		
12/2/2021 15:00	3744	12.23	14.13	667.17	576.49	21.548		
12/2/2021 15:30	3745	12.24	14.01	676.75	586.06	20.942		
12/2/2021 16:00	3746	12.24	13.82	671.89	581.25	20.555		
12/2/2021 16:30	3747	12.24	13.66	673.84	583.19	20.45		
12/2/2021 17:00	3748	12.24	13.52	676.17	585.52	20.512		
12/2/2021 17:30	3749	12.24	13.4	666.13	575.54	20.278		
12/2/2021 18:00	3750	12.24	13.23	671.89	581.3	19.839		
12/2/2021 18:30	3751	12.24	13.02	672.2	581.65	19.359		
12/2/2021 19:00	3752	12.24	12.77	674.91	584.37	19.09		
12/2/2021 19:30	3753	12.24	12.58	675.53	584.99	18.963		
12/2/2021 20:00	3754	12.24	12.39	676.79	586.28	18.721		
12/2/2021 20:30	3755	12.24	12.23	682.48	591.94	18.715		
12/2/2021 21:00	3756	12.24	12.26	675.15	584.59	19.28		
12/2/2021 21:30	3757	12.24	12.37	673.29	582.72	19.633		
12/2/2021 22:00	3758	12.24	12.49	668.96	578.41	19.587		
12/2/2021 22:30	3759	12.24	12.49	672.12	581.57	19.385		
12/2/2021 23:00	3760	12.24	12.49	709.31	618.72	19.099		
12/2/2021 23:30	3761	12.24	12.19	767.92	677.82	17.858		
12/3/2021 0:00	3762	12.24	11.73	723.85	633.52	16.875		
12/3/2021 0:30	3763	12.24	11.27	701.07	610.72	16.481		
12/3/2021 1:00	3764	12.24	11.15	673.88	583.5	17.412		
12/3/2021 1:30	3765	12.24	11.27	673.46	583.05	17.682		
12/3/2021 2:00	3766	12.24	11.24	678.8	588.38	17.558		
12/3/2021 2:30	3767	12.24	11.18	683.95	593.53	17.361		
12/3/2021 3:00	3768	12.23	11.06	684.33	593.93	17.193		
12/3/2021 3:30	3769	12.24	10.86	679.06	588.73	16.709		
12/3/2021 4:00	3770	12.24	10.58	668.79	578.56	16.16		
12/3/2021 4:30	3771	12.23	10.22	679.26	589.05	15.549		
12/3/2021 5:00	3772	12.23	9.73	676.08	585.97	14.768		
12/3/2021 5:30	3773	12.24	9.28	684.88	594.8	14.396		
12/3/2021 6:00	3774	12.23	8.9	680.86	590.81	14.245		
12/3/2021 6:30	3775	12.23	8.57	677.51	587.49	14.025		
12/3/2021 7:00	3776	12.23	8.23	678.87	588.89	13.692		
12/3/2021 7:30	3777	12.22	7.862	682.29	592.36	13.255		
12/3/2021 8:00	3778	12.23	7.464	702.94	613.05	12.889		
12/3/2021 8:30	3779	12.23	7.006	694.84	604.99	12.519		
12/3/2021 9:00	3780	12.22	6.635	690.77	600.94	12.425		
12/3/2021 9:30	3781	12.22	6.373	711.72	621.87	12.7		
12/3/2021 10:00	3782	12.22	6.461	686.44	596.39	14.082		
12/3/2021 10:30	3783	12.22	6.875	677.76	587.54	15.747		
12/3/2021 11:00	3784	12.22	7.444	668.87	578.6	16.53		
12/3/2021 11:30	3785	12.22	8.08	666.66	576.34	17.161		
12/3/2021 12:00	3786	12.22	8.79	670.28	579.88	17.737		
12/3/2021 12:30	3787	12.22	9.44	668.71	578.29	18.037		
12/3/2021 13:00	3788	12.22	9.95	667.68	577.23	18.457		
12/3/2021 13:30	3789	12.22	10.38	685.58	595.02	18.902		
12/3/2021 14:00	3790	12.21	10.9	684.02	593.32	20.761		
12/3/2021 14:30	3791	12.22	11.33	652.08	561.65	19.542		
12/3/2021 15:00	3792	12.23	11.36	668.18	577.75	18.277		
12/3/2021 15:30	3793	12.22	11.27	672.84	582.41	17.898		
12/3/2021 16:00	3794	12.21	11.06	676.81	586.4	17.53		
12/3/2021 16:30	3795	12.21	10.86	672.48	582.11	17.321		
12/3/2021 17:00	3796	12.23	10.61	675.79	585.44	16.95		
12/3/2021 17:30	3797	12.22	10.29	688.59	598.23	16.724		
12/3/2021 18:00	3798	12.22	10	696.08	605.74	16.456		
12/3/2021 18:30	3799	12.22	9.68	694.32	604.03	16.015		
12/3/2021 19:00	3800	12.22	9.39	688.37	598.13	15.658		
12/3/2021 19:30	3801	12.22	9.15	698.8	608.56	15.546		
12/3/2021 20:00	3802	12.22	8.9	690.28	600.06	15.42		
12/3/2021 20:30	3803	12.22	8.72	691.16	600.96	15.224		
12/3/2021 21:00	3804	12.21	8.55	689.54	599.35	15.137		
12/3/2021 21:30	3805	12.22	8.39	699.79	609.61	15.116		
12/3/2021 22:00	3806	12.22	8.23	701.01	610.83	15.09		
12/3/2021 22:30	3807	12.21	8.13	701.78	611.62	14.894		
12/3/2021 23:00	3808	12.21	7.97	695.45	605.31	14.754		
12/3/2021 23:30	3809	12.22	7.839	710.85	620.72	14.745		
12/4/2021 0:00	3810	12.22	7.729	709.9	619.78	14.694		
12/4/2021 0:30	3811	12.21	7.598	718.5	628.46	14.314		
12/4/2021 1:00	3812	12.21	7.487	717.5	627.47	14.147		
12/4/2021 1:30	3813	12.21	7.421	718.35	628.3	14.296		
12/4/2021 2:00	3814	12.21	7.333	711.69	621.64	14.191		
12/4/2021 2:30	3815	12.21	7.245	715.75	625.7	14.231		
12/4/2021 3:00	3816	12.21	7.18	709.96	619.92	14.121		
12/4/2021 3:30	3817	12.2	7.094	711.2	621.15	14.195		
12/4/2021 4:00	3818	12.19	7.028	715.07	625.02	14.222		
12/4/2021 4:30	3819	12.21	6.983	712.97	622.93	14.111		
12/4/2021 5:00	3820	12.21	6.918	726.92	636.94	14.041		
12/4/2021 5:30	3821	12.2	6.875	726.47	636.52	13.866		
12/4/2021 6:00	3822	12.2	6.832	729.92	639.99	13.9		
12/4/2021 6:30	3823	12.21	6.809	718.88	628.89	13.959		
12/4/2021 7:00	3824	12.21	6.787	702.05	612.02	13.91		
12/4/2021 7:30	3825	12.2	6.787	695.12	605.07	14.026		
12/4/2021 8:00	3826	12.19	6.832	691.82	601.73	14.337		
12/4/2021 8:30	3827	12.19	6.832	690.77	600.71	14.137		
12/4/2021 9:00	3828	12.2	6.875	681.24	591.17	14.321		
12/4/2021 9:30	3829	12.2	7.028	670.42	580.35	14.634		
12/4/2021 10:00	3830	12.2	7.29	668.75	578.64	15.044		
12/4/2021 10:30	3831	12.19	7.686	661.15	570.99	15.873		
12/4/2021 11:00	3832	12.21	8.21	663.9	573.67	16.429		
12/4/2021 11:30	3833	12.21	8.83	656.83	566.59	16.976		
12/4/2021 12:00	3834	12.2	9.39	676.52	586.07	17.93		
12/4/2021 12:30	3835	12.2	9.88	643.78	553.48	18.88		
12/4/2021 13:00	3836	12.2	10.31	654.98	564.57	18.906		
12/4/2021 13:30	3837	12.2	10.79	679.68	589.08	19.544		
12/4/2021 14:00	3838	12.21	11.63	652.18	561.58	22.084		
12/4/2021 14:30	3839	12.2	12.09	646.21	555.75	20.643		
12/4/2021 15:00	3840	12.2	12.14	653.8	563.34	19.649		
12/4/2021 15:30	3841	12.21	12	659.57	569.06	19.765		
12/4/2021 16:00	3842	12.21	12.14	661.51	571	19.731		
12/4/2021 16:30	3843	12.2	12.05	678.15	587.58	19.256		
12/4/2021 17:00	3844	12.2	11.73	666.22	575.81	18.091		
12/4/2021 17:30	3845	12.2	11.18	682.65	592.28	17.011		
12/4/2021 18:00	3846	12.21	10.47	734.53	644.34	16.124		
12/4/2021 18:30	3847	12.21	9.77	680.15	589.98	15.15		
12/4/2021 19:00	3848	12.21	9.08	678.59	588.52	14.41		
12/4/2021 19:30	3849	12.2	8.41	687.73	597.73	13.721		
12/4/2021 20:00	3850	12.21	7.817	716.46	626.56	13.16		
12/4/2021 20:30	3851	12.21	7.268	680.98	591.14	12.599		
12/4/2021 21:00	3852	12.19	6.766	705.17	615.37	12.324		
12/4/2021 21:30	3853	12.19	6.396	694.69	604.89	12.202		
12/4/2021 22:00	3854	12.19	6.048	693.3	603.55	11.843		
12/4/2021 22:30	3855	12.2	5.68	695.22	605.53	11.49		
12/4/2021 23:00	3856	12.19	5.268	682.18	592.59	10.88		
12/4/2021 23:30	3857	12.19	4.837	691.14	601.62	10.363		
12/5/2021 0:00	3858	12.19	4.428	671.04	581.61	10.041		
12/5/2021 0:30	3859	12.2	4.042	694.87	605.47	9.628		
12/5/2021 1:00	3860	12.19	3.635	704.86	615.49	9.534		
12/5/2021 1:30	3861	12.19	3.271	711.14	621.86	9.135		
12/5/2021 2:00	3862	12.19	2.95	710.35	621.13	8.79		
12/5/2021 2:30	3863	12.18	2.609	702.85	613.64	8.623		
12/5/2021 3:00	3864	12.19	2.288	717.47	628.37	8.291		
12/5/2021 3:30	3865	12.18	1.99	724.59	635.56	8.161		
12/5/2021 4:00	3866	12.18	1.798	713.21	624.19	7.742		
12/5/2021 4:30	3867	12.18	1.649	726.22	637.28	7.72		
12/5/2021 5:00	3868	12.17	1.5	725.43	636.55	7.421		
12/5/2021 5:30	3869	12.18	1.351	754.33	665.76	7.068		
12/5/2021 6:00	3870	12.18	1.202	760.3	671.79	7.099		
12/5/2021 6:30	3871	12.17	1.075	743.08	654.38	7.153		
12/5/2021 7:00	3872	12.17	0.946	713.26	624.38	6.995		
12/5/2021 7:30	3873	12.17	0.797	710.15	621.31	6.767		
12/5/2021 8:00	3874	12.17	0.671	723.81	635.1	6.476		
12/5/2021 8:30	3875	12.17	0.501	702.83	614.02	6.477		
12/5/2021 9:00	3876	12.16	0.415	699.73	610.87	6.652		
12/5/2021 9:30	3877	12.16	0.415	710.83	621.92	7.117		
12/5/2021 10:00	3878	12.17	0.522	736.65	647.72	8.058		
12/5/2021 10:30	3879	12.17	0.883	720.58	631.19	10.011		
12/5/2021 11:00	3880	12.16	1.5	690.39	600.67	11.723		
12/5/2021 11:30	3881	12.16	2.395	691.74	601.76	13.567		
12/5/2021 12:00	3882	12.16	3.549	680.89	590.59	16.235		
12/5/2021 12:30	3883	12.17	4.428	649.01	558.76	17.807		
12/5/2021 13:00	3884	12.17	5.097	652.84	562.59	17.33		
12/5/2021 13:30	3885	12.16	6.025	676	585.54	18.082		
12/5/2021 14:00	3886	12.17	7.378	635.6	545.29	20.289		
12/5/2021 14:30	3887	12.17	8.37	647.6	557.25	19.08		
12/5/2021 15:00	3888	12.18	9.03	654.7	564.35	18.328		
12/5/2021 15:30	3889	12.17	9.48	661.99	571.57	18.487		
12/5/2021 16:00	3890	12.18	9.71	660.18	569.81	18.047		
12/5/2021 16:30	3891	12.18	9.71	669.08	578.72	17.455		
12/5/2021 17:00	3892	12.18	9.52	657.97	567.76	16.611		
12/5/2021 17:30	3893	12.18	9.21	681.58	591.35	15.677		
12/5/2021 18:00	3894	12.18	8.66	671.65	581.59	14.563		
12/5/2021 18:30	3895	12.18	7.993	674.53	584.54	13.831		
12/5/2021 19:00	3896	12.18	7.378	679.66	589.74	13.231		
12/5/2021 19:30	3897	12.18	6.918	684	594.06	13.248		
12/5/2021 20:00	3898	12.18	6.678	686.75	596.76	13.591		
12/5/2021 20:30	3899	12.18	6.678	670.49	580.47	14.258		
12/5/2021 21:00	3900	12.18	6.809	673.65	583.54	14.867		
12/5/2021 21:30	3901	12.18	7.006	670.48	580.34	15.234		
12/5/2021 22:00	3902	12.18	7.225	687.53	597.31	15.504		
12/5/2021 22:30	3903	12.18	7.421	677.96	587.74	15.68		
12/5/2021 23:00	3904	12.18	7.663	667.6	577.4	15.879		
12/5/2021 23:30	3905	12.18	7.993	655.87	565.69	16.391		
12/6/2021 0:00	3906	12.18	8.37	662.48	572.23	16.642		
12/6/2021 0:30	3907	12.18	8.66	671.65	581.36	16.602		
12/6/2021 1:00	3908	12.18	8.9	680.82	590.47	16.833		
12/6/2021 1:30	3909	12.18	9.06	699.58	609.2	16.826		
12/6/2021 2:00	3910	12.19	9.19	681.18	590.82	16.86		
12/6/2021 2:30	3911	12.19	9.3	681.84	591.48	16.835		
12/6/2021 3:00	3912	12.18	9.41	690.22	599.85	16.84		
12/6/2021 3:30	3913	12.18	9.52	685.3	594.93	16.904		
12/6/2021 4:00	3914	12.19	9.57	650.25	560.11	16.504		
12/6/2021 4:30	3915	12.19	9.46	651.6	561.48	16.16		
12/6/2021 5:00	3916	12.19	9.28	673.86	583.62	15.963		
12/6/2021 5:30	3917	12.18	9.1	658.22	568.11	15.665		
12/6/2021 6:00	3918	12.18	8.88	663.5	573.4	15.228		
12/6/2021 6:30	3919	12.19	8.52	665.5	575.5	14.276		
12/6/2021 7:00	3920	12.19	8.1	668.11	578.16	13.814		
12/6/2021 7:30	3921	12.18	7.751	676.87	586.91	13.561		
12/6/2021 8:00	3922	12.18	7.464	674.54	584.62	13.329		
12/6/2021 8:30	3923	12.18	7.159	679.67	589.73	13.375		
12/6/2021 9:00	3924	12.18	7.049	658.84	568.9	14.114		
12/6/2021 9:30	3925	12.18	7.245	654.92	564.9	15.022		
12/6/2021 10:00	3926	12.18	7.729	651.44	561.29	16.491		
12/6/2021 10:30	3927	12.18	8.48	638.1	547.97	17.608		
12/6/2021 11:00	3928	12.18	9.39	637.05	546.85	18.594		
12/6/2021 11:30	3929	12.18	10.4	633.6	543.34	19.827		
12/6/2021 12:00	3930	12.18	11.27	658.38	567.81	20.675		
12/6/2021 12:30	3931	12.18	12.12	628.72	538.37	22.295		
12/6/2021 13:00	3932	12.19	13.02	643.45	552.91	22.57		
12/6/2021 13:30	3933	12.19	14.06	652.61	561.9	24.284		
12/6/2021 14:00	3934	12.19	15.36	638.41	547.79	26.625		
12/6/2021 14:30	3935	12.19	16.19	662.76	571.92	26.105		
12/6/2021 15:00	3936	12.19	16.59	645.93	555.26	25.003		
12/6/2021 15:30	3937	12.19	16.74	640.78	550.2	24.11		
12/6/2021 16:00	3938	12.2	16.64	641.2	550.64	23.401		
12/6/2021 16:30	3939	12.19	16.46	642.99	552.42	23.163		
12/6/2021 17:00	3940	12.2	16.24	634.76	544.32	22.573		
12/6/2021 17:30	3941	12.2	15.97	633.78	543.37	22.182		
12/6/2021 18:00	3942	12.2	15.73	634.86	544.45	21.991		
12/6/2021 18:30	3943	12.2	15.55	640.28	549.8	22.091		
12/6/2021 19:00	3944	12.2	15.48	636.47	546.03	22.232		
12/6/2021 19:30	3945	12.2	15.48	643.41	552.88	22.397		
12/6/2021 20:00	3946	12.2	15.51	637.05	546.59	22.361		
12/6/2021 20:30	3947	12.21	15.46	634.87	544.45	22.114		
12/6/2021 21:00	3948	12.2	15.43	638.88	548.41	22.226		
12/6/2021 21:30	3949	12.2	15.36	617.75	527.61	21.331		
12/6/2021 22:00	3950	12.2	14.88	642.13	551.8	19.474		
12/6/2021 22:30	3951	12.2	14.18	641.21	550.95	18.773		
12/6/2021 23:00	3952	12.2	13.52	647.75	557.47	18.231		
12/6/2021 23:30	3953	12.2	12.81	644.61	554.43	17.451		
12/7/2021 0:00	3954	12.2	12.14	646.58	556.42	17.02		
12/7/2021 0:30	3955	12.2	11.47	644.73	554.69	16.018		
12/7/2021 1:00	3956	12.2	10.72	640.16	550.29	14.841		
12/7/2021 1:30	3957	12.19	9.79	658.96	569.08	13.687		
12/7/2021 2:00	3958	12.19	8.88	658.95	569.16	12.901		
12/7/2021 2:30	3959	12.19	7.97	662.45	572.75	12.113		
12/7/2021 3:00	3960	12.19	7.18	652.18	562.66	11.298		
12/7/2021 3:30	3961	12.18	6.439	646.99	557.58	10.785		
